Mouse_ID,HI,Sex,infection_status,predicted_weight_loss,IFNy,CXCR3,IL.6,IL.13,IL1RN,CASP1,CXCL9,IDO1,IRGM1,MPO,MUC2,MUC5AC,MYD88,NCR1,PRF1,RETNLB,SOCS1,TICAM1,TNF,hybrid_category,group,UMAP1,UMAP2
AA0825,0.1764706,M,FALSE,11.0244168195741,-24.1934696343607,-15.9717053511123,-14.2339106128034,-11.9611483044277,-14.1256121771616,-14.2233807319107,-15.009301223929,-15.7568123643514,-14.7828378083511,-14.5667322991394,-14.8135572065758,-15.6864532727888,-19.2880731340575,-16.0553216028905,-16.305674545789,-16.0727535669623,-16.8124727413872,-17.0294187461737,-14.8963833406728,Hybrid,M_FALSE,-0.9622055529029367,3.460345351057435
AA0826,0.9130434783,F,TRUE,8.89925452769902,-17.009526064167,-13.1156333792637,-14.7723900179894,-19.2861820674362,-16.4944020667979,-10.4132796130634,-16.8872597473,-16.5315811890347,-13.488556276478,-13.7116306492136,-12.9701399101532,-12.730164910388,-11.2236813277196,-14.2871346184114,-13.9447183210431,-13.5473101400006,-13.6167708400174,-17.5779787626998,-16.1457556525247,M.m.musculus,F_TRUE,2.7360846796674645,2.699133833679252
AA0827,0.08695652,F,TRUE,8.99196071434228,-15.1122284087132,-14.139735682894,-17.6930789906267,-18.9058391946621,-13.4947321734957,-12.6111367182338,-19.1358732562831,-12.6219486567627,-16.7549962873034,-12.3464285017975,-14.9934418947505,-14.0870242371227,-13.3299947996501,-16.8980527091445,-14.1140843119524,-14.6054789889845,-16.0843306968985,-16.6304298779122,-15.3190835482078,M.m.domesticus,F_TRUE,1.7783759258663374,1.2584866405291766
AA0828,0.8125,M,TRUE,9.44705364043326,-18.9780162682818,-15.2388410238386,-13.6251120432466,-12.6382217700913,-16.5689612822722,-16.6677660599603,-15.009301223929,-17.2192711129524,-15.1882142197981,-14.0068982825784,-14.2628905971337,-13.7087853983634,-18.3278104251003,-14.5199561702176,-13.3203422713488,-14.2201755123245,-14.8960924902939,-15.8905660858446,-16.2777847737197,Hybrid,M_TRUE,-0.20214484912724012,2.91562629304399
AA0829,0.8888889,M,TRUE,8.35510705784463,-15.3110174225298,-15.5116948168923,-14.5999488291316,-15.8375233429027,-13.9664732585327,-14.2233807319107,-19.6485328329139,-13.5438400770197,-17.6996204463712,-14.3143978091464,-16.6726917927816,-15.6864532727888,-25.1817336715599,-15.8062974015034,-14.2752581662375,-16.5260475878452,-16.8958144693403,-19.8525366762572,-18.2597697187208,Hybrid,M_TRUE,-2.1165648797770324,2.034493601850732
AA0831,0.9523809524,F,TRUE,7.50753904539923,-20.6232016097647,-14.5964368272374,-19.1000714079203,-12.7282950567981,-14.224610641752,-16.1249470426049,-18.375378936932,-16.0100641924877,-15.726216140236,-13.0895671470309,-14.0584045329087,-13.5685516723939,-19.8467782258985,-17.2524482656187,-14.0418203467453,-16.2292910727342,-14.5014035022717,-20.4780978791428,-18.1360748925135,M.m.musculus,F_TRUE,-1.4895274875479756,3.3249137900539174
AA0838,0.8888888889,M,TRUE,6.53514650049619,-22.1072781344459,-16.6982228081008,-17.499579900079,-13.8497840804829,-13.8225965189367,-11.1763597424327,-19.158572607148,-13.9846060774557,-17.3708427898634,-14.6402791224469,-16.8763822358935,-15.6189967084808,-19.798532210879,-15.3675433242962,-17.1443277660582,-17.5662584413281,-17.0500579194066,-17.5510456535615,-18.2212560572041,Hybrid,M_TRUE,-1.15568008505563,3.5658736188691367
AA0839,0.8695652174,F,TRUE,7.17479279137688,-14.2592971694013,-22.4235657964702,-16.19061571784,-21.821799714274,-17.695032931953,-17.8062073893637,-20.5769413823053,-19.4327948252346,-15.2829825446981,-18.3748732354783,-16.5351884493745,-16.1299337958318,-14.3400050052935,-17.7323528951293,-25.7683548513224,-18.2617141517688,-17.1648353864102,-20.4245053399527,-20.3978894461071,Hybrid,F_TRUE,0.21807059375965815,-0.6320054327720174
AA0842,0.1666666667,M,FALSE,18.3985481602563,-13.5387070987717,-15.3641861120607,-13.1187217231384,-16.7496617260023,-16.8269175666369,-19.2239153678747,-12.5283879663725,-14.4147892671649,-18.842405557352,-14.5315981142231,-19.0762727660495,-17.2463869921044,-15.1559532645148,-14.6873926444973,-15.7110427777742,-16.2292910727342,-18.8045038888127,-14.0185492444179,-14.9624304414746,Hybrid,M_FALSE,-0.5103952833773917,1.000226360620241
AA0850,0.2352941176,M,TRUE,7.96118945989449,-15.1877978121067,-13.0389562344536,-19.5947637982724,-18.8441359126313,-13.7978511062958,-15.2463920672791,-16.5927913568882,-13.6242439542228,-17.53111171025,-13.9026138623264,-17.040220733304,-15.8052487257914,-14.0773556204404,-15.6062629619701,-17.7387218744632,-15.248651464247,-17.3708427898634,-18.1772930605617,-15.708453773735,Hybrid,M_TRUE,1.562400926098454,0.9237230450276401
AA0851,0.1304347826,F,FALSE,11.7437900471377,-10.7916353834753,-25.9752566920528,-17.2343954279055,-15.1906682651264,-19.2940036477112,-28.9064727243877,-16.493142383006,-17.456639128453,-23.1615957623027,-20.3568437840065,-22.3100235040431,-22.2883652189319,-20.4254467331058,-12.5835062660863,-21.3558646827905,-21.6635984533743,-22.8047674472263,-17.4496470867992,-18.1613633017075,Hybrid,F_FALSE,0.5109277533036749,-3.2567225602579466
AA0853,0.9333333333,M,TRUE,12.6411652499244,-17.3092865558629,-14.3272162043291,-13.9429956615437,-19.4461309654365,-12.6880848453994,-14.745614624093,-15.8963981090671,-15.6973486691595,-13.7507794783916,-11.4314105604477,-13.1087272781873,-12.623991729047,-12.8776560649661,-14.2354639024046,-15.475913352352,-13.1988839590935,-13.9654742733155,-18.085006217095,-8.91369956690099,M.m.musculus,M_TRUE,2.8308464383479635,2.45948015998265
